pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
TOI-178 d,TOI-178,2021,Transit,62.699,6.5577,2020,2020
TOI-178 e,TOI-178,2021,Transit,62.699,9.961881,2020,2020
TOI-178 f,TOI-178,2021,Transit,62.699,15.231915,2020,2020
TOI-178 g,TOI-178,2021,Transit,62.699,20.7095,2020,2020
TOI-1782.01,TOI-1782,2024,Transit,95.2649,4.987641028,2020,2020
TOI-1782.02,TOI-1782,2024,Transit,95.2649,1.829024227,2020,2020
TOI-1789 b,TOI-1789,2021,Transit,229.067,3.208664,2020,2020
TOI-1794 b,TOI-1794,2024,Transit,155.791,8.765528,2020,2020
TOI-1798.01,TOI-1798,2024,Transit,113.181,8.021522331,2020,2020
TOI-1798.02,TOI-1798,2024,Transit,113.181,0.437811822,2020,2020
TOI-1799 b,TOI-1799,2024,Transit,62.1274,7.094570865,2020,2020
TOI-1801 b,TOI-1801,2023,Transit,30.6796,10.64387,2020,2020
TOI-1803 b,TOI-1803,2025,Transit,119.24,6.293287,2025,2025
TOI-1803 c,TOI-1803,2025,Transit,119.24,12.885779,2025,2025
TOI-1806.01,TOI-1806,2024,Transit,55.5211,15.1454693,2020,2020
TOI-1807 b,TOI-1807,2021,Transit,42.5775,0.54937097,2020,2020
TOI-181 b,TOI-181,2023,Transit,96.2338,4.532,2020,2020
TOI-1811 b,TOI-1811,2023,Transit,128.23,3.7130765,2020,2020
TOI-1820 b,TOI-1820,2022,Transit,248.504,4.860674,2020,2020
TOI-1823 b,TOI-1823,2024,Transit,71.6456,38.8,2020,2020
TOI-1824 b,TOI-1824,2024,Transit,59.4314,22.808533,2020,2020
TOI-1836 b,TOI-1836,2024,Transit,191.649,20.380799,2020,2020
TOI-1836 c,TOI-1836,2024,Transit,191.649,1.7727471,2020,2020
TOI-1842 b,TOI-1842,2021,Transit,223.465,9.5739181,2020,2020
TOI-1846 b,TOI-1846,2025,Transit,47.2496,3.9306737,2025,2025
TOI-1853 b,TOI-1853,2023,Transit,165.105,1.2436258,2020,2020
TOI-1855 b,TOI-1855,2024,Transit,176.833,1.36414864,2020,2020
TOI-1859 b,TOI-1859,2023,Transit,224.385,63.48347,2020,2020
TOI-1860 b,TOI-1860,2022,Transit,45.864,1.0662107,2020,2020
TOI-1883 b,TOI-1883,2024,Transit,115.369,4.50638,2020,2020
TOI-1898 b,TOI-1898,2024,Transit,79.6682,45.52234,2020,2020
TOI-1899 b,TOI-1899,2020,Transit,128.438,29.090312,2020,2020
TOI-1937 A b,TOI-1937 A,2023,Transit,415.135,0.94667944,2020,2020
TOI-198 b,TOI-198,2023,Transit,23.7262,10.2152,2020,2020
TOI-199 b,TOI-199,2023,Transit,102.27,104.854,2020,2020
TOI-199 c,TOI-199,2023,Transit Timing Variations,102.27,273.69,2020,2020
TOI-1994 b,TOI-1994,2024,Transit,515.603,4.0337142,2020,2020
TOI-2000 b,TOI-2000,2023,Transit,175.713,3.09833,2020,2020
TOI-2000 c,TOI-2000,2023,Transit,175.713,9.127055,2020,2020
TOI-2005 b,TOI-2005,2025,Transit,328.475,17.305904,2025,2025
TOI-201 b,TOI-201,2021,Transit,,,2020,2020
TOI-201 c,TOI-201,2025,Transit Timing Variations,,,2025,2025
TOI-2010 b,TOI-2010,2023,Transit,109.19,141.834025,2020,2020
TOI-2015 b,TOI-2015,2023,Transit,47.3444,3.348237,2020,2020
TOI-2015 c,TOI-2015,2025,Transit Timing Variations,47.3444,5.582796,2025,2025
TOI-2018 b,TOI-2018,2023,Transit,27.9956,7.435583,2020,2020
TOI-2019 b,TOI-2019,2024,Transit,198.007,15.3444,2020,2020
TOI-2025 b,TOI-2025,2022,Transit,335.985,8.8720982,2020,2020
TOI-2031 A b,TOI-2031 A,2025,Transit,276.105,5.71548654,2025,2025
TOI-2046 b,TOI-2046,2022,Transit,289.668,1.4971842,2020,2020
TOI-2048 b,TOI-2048,2022,Transit,116.567,13.79019,2020,2020
TOI-206 b,TOI-206,2022,Transit,47.7465,0.7363104,2020,2020
TOI-2068 b,TOI-2068,2024,Transit,52.9328,7.768915,2020,2020
TOI-2076 b,TOI-2076,2021,Transit,41.9091,10.355235,2020,2020
TOI-2076 c,TOI-2076,2021,Transit,41.9091,21.015327,2020,2020
TOI-2076 d,TOI-2076,2021,Transit,41.9091,35.125686,2020,2020
TOI-2076 e,TOI-2076,2025,Transit,41.9091,3.0223445,2025,2025
TOI-2081 b,TOI-2081,2022,Transit,62.3446,10.50534,2020,2020
TOI-2084 b,TOI-2084,2023,Transit,114.549,6.0784247,2020,2020
TOI-2088 b,TOI-2088,2024,Transit,126.46,124.72997,2020,2020
TOI-2093 b,TOI-2093,2025,Radial Velocity,82.7982,12.836,2025,2025
TOI-2093 c,TOI-2093,2025,Transit,82.7982,53.81149,2025,2025
TOI-2095 b,TOI-2095,2023,Transit,41.9176,17.66484,2020,2020
TOI-2095 c,TOI-2095,2023,Transit,41.9176,28.17232,2020,2020
TOI-2096 b,TOI-2096,2023,Transit,48.4809,3.1190633,2020,2020
TOI-2096 c,TOI-2096,2023,Transit,48.4809,6.38784,2020,2020
TOI-2107 b,TOI-2107,2024,Transit,236.705,2.4545467,2020,2020
TOI-2109 b,TOI-2109,2021,Transit,262.041,0.67247414,2020,2020
TOI-2120 b,TOI-2120,2024,Transit,32.1755,5.7998164,2020,2020
TOI-2128 b,TOI-2128,2024,Transit,36.578,16.34136,2020,2020
TOI-2134 b,TOI-2134,2023,Transit,22.6202,9.2292005,2020,2020
TOI-2134 c,TOI-2134,2023,Transit,22.6202,95.5,2020,2020
TOI-2136 b,TOI-2136,2022,Transit,33.3631,7.851928,2020,2020
TOI-2141 b,TOI-2141,2023,Transit,77.682,18.261608,2020,2020
TOI-2141 c,TOI-2141,2025,Radial Velocity,77.682,5.4624,2025,2025
TOI-2141 d,TOI-2141,2025,Radial Velocity,77.682,60.45,2025,2025
TOI-2145 b,TOI-2145,2023,Transit,224.731,10.261127,2020,2020
TOI-2152 A b,TOI-2152,2023,Transit,303.006,3.3773512,2020,2020
TOI-2154 b,TOI-2154,2023,Transit,296.46,3.8240801,2020,2020
TOI-2158 b,TOI-2158,2022,Transit,198.473,8.60077,2020,2020
TOI-216.01,TOI-216,2019,Transit,177.945,34.525528,2015,2015
TOI-216.02,TOI-216,2019,Transit,177.945,17.16073,2015,2015
TOI-2169 A b,TOI-2169 A,2025,Transit,351.487,8.2148282,2025,2025
TOI-2180 b,TOI-2180,2022,Transit,116.685,260.79,2020,2020
TOI-2184 b,TOI-2184,2022,Transit,788.317,6.90683,2020,2020
TOI-2193 A b,TOI-2193 A,2022,Transit,337.064,2.1225735,2020,2020
TOI-2194 b,TOI-2194,2023,Transit,19.5711,15.337597,2020,2020
TOI-2196 b,TOI-2196,2022,Transit,259.947,1.1947268,2020,2020
TOI-220 b,TOI-220,2021,Transit,90.7402,10.695264,2020,2020
TOI-2202 b,TOI-2202,2021,Transit,235.933,11.9126075,2020,2020
TOI-2202 c,TOI-2202,2021,Transit Timing Variations,235.933,24.6744,2020,2020
TOI-2207 b,TOI-2207,2022,Transit,373.345,8.001968,2020,2020
TOI-2211.01,TOI-2211,2024,Transit,70.2932,3.092686757,2020,2020
TOI-2236 b,TOI-2236,2022,Transit,355.59,3.5315902,2020,2020
TOI-2257 b,TOI-2257,2021,Transit,57.7911,35.189346,2020,2020
TOI-2260 b,TOI-2260,2022,Transit,101.251,0.3524728,2020,2020
TOI-2266 b,TOI-2266,2024,Transit,51.6004,2.326318,2020,2020
TOI-2274 b,TOI-2274,2024,Transit,48.876,2.67963,2020,2020
TOI-2285 b,TOI-2285,2021,Transit,42.409,13.635109,2020,2020
TOI-2295 b,TOI-2295,2024,Transit,126.279,30.033302,2020,2020
TOI-2295 c,TOI-2295,2024,Radial Velocity,126.279,966.5,2020,2020
TOI-2322 b,TOI-2322,2025,Transit,59.861,11.30717,2025,2025
TOI-2322 c,TOI-2322,2025,Transit,59.861,20.225528,2025,2025
TOI-2328 b,TOI-2328,2025,Transit,231.782,17.10197,2025,2025
TOI-2337 b,TOI-2337,2022,Transit,536.046,2.99432,2020,2020
TOI-2338 b,TOI-2338,2023,Transit,313.996,22.65398,2020,2020
TOI-2345 b,TOI-2345,2025,Transit,81.6541,1.0528573,2025,2025
TOI-2345 c,TOI-2345,2025,Transit,81.6541,21.064302,2025,2025
TOI-2346 b,TOI-2346,2025,Transit,437.484,3.3312029,2025,2025
TOI-2364 b,TOI-2364,2023,Transit,219.614,4.0197517,2020,2020
TOI-2368 b,TOI-2368,2024,Transit,210.915,5.1750073,2020,2020
TOI-237 b,TOI-237,2020,Transit,38.0749,5.436098,2020,2020
TOI-2373 b,TOI-2373,2023,Transit,508.686,13.33668,2020,2020
TOI-2374 b,TOI-2374,2024,Transit,134.655,4.31361,2020,2020
TOI-2379 b,TOI-2379,2024,Transit,211.247,5.4693827,2020,2020
TOI-238 b,TOI-238,2024,Transit,80.5407,1.273114,2020,2020
TOI-238 c,TOI-238,2024,Radial Velocity,80.5407,8.465651,2020,2020
TOI-2382 b,TOI-2382,2025,Transit,434.92,4.6612061,2025,2025
TOI-2384 b,TOI-2384,2024,Transit,191.51,2.13570304,2020,2020
TOI-2406 b,TOI-2406,2021,Transit,55.419,3.0766891,2020,2020
TOI-2407 b,TOI-2407,2025,Transit,92.4366,2.702969,2025,2025
TOI-2411 b,TOI-2411,2022,Transit,59.5362,0.7826942,2020,2020
TOI-2416 b,TOI-2416,2023,Transit,557.733,8.275479,2020,2020
TOI-2420 b,TOI-2420,2024,Transit,435.174,5.842641,2020,2020
TOI-2421 b,TOI-2421,2022,Transit,327.927,4.3474032,2020,2020
TOI-2427 b,TOI-2427,2022,Transit,28.5147,1.3060011,2020,2020
TOI-244 b,TOI-244,2023,Transit,22.0337,7.397225,2020,2020
TOI-2443 b,TOI-2443,2023,Transit,23.9258,15.66858,2020,2020
TOI-2445 b,TOI-2445,2022,Transit,48.582,0.3711281,2020,2020
TOI-2447 b,TOI-2447,2024,Transit,148.987,69.33684,2020,2020
TOI-2449 b,TOI-2449,2025,Transit,156.786,106.14468,2025,2025
TOI-2458 b,TOI-2458,2024,Transit,112.958,3.73659,2020,2020
TOI-2458 c,TOI-2458,2024,Radial Velocity,112.958,16.553,2020,2020
TOI-2459 b,TOI-2459,2023,Transit,36.6113,19.104718,2020,2020
TOI-2485 b,TOI-2485,2024,Transit,397.953,11.23479,2020,2020
TOI-2497 b,TOI-2497,2023,Transit,285.289,10.655669,2020,2020
TOI-2498 b,TOI-2498,2023,Transit,275.265,3.738252,2020,2020
TOI-251 b,TOI-251,2021,Transit,99.523,4.93777,2020,2020
TOI-2524 b,TOI-2524,2023,Transit,438.842,7.18585,2020,2020
TOI-2525 b,TOI-2525,2023,Transit,395.398,23.2856,2020,2020
TOI-2525 c,TOI-2525,2023,Transit,395.398,49.2519,2020,2020
TOI-2529 b,TOI-2529,2024,Transit,296.271,64.5949,2020,2020
TOI-2537 b,TOI-2537,2024,Transit,184.986,94.1022,2020,2020
TOI-2537 c,TOI-2537,2024,Radial Velocity,184.986,1920.0,2020,2020
TOI-2545 b,TOI-2545,2022,Transit,107.118,7.994037,2020,2020
TOI-2567 b,TOI-2567,2022,Transit,504.775,5.983944,2020,2020
TOI-257 b,TOI-257,2021,Transit,76.9028,18.38818,2020,2020
TOI-2570 b,TOI-2570,2022,Transit,361.857,2.9887615,2020,2020
TOI-2580 b,TOI-2580,2024,Transit,379.253,3.39775,2020,2020
TOI-2583 A b,TOI-2583 A,2023,Transit,566.189,4.5207265,2020,2020
TOI-2587 A b,TOI-2587 A,2023,Transit,373.675,5.45664,2020,2020
TOI-2589 b,TOI-2589,2023,Transit,200.273,61.6277,2020,2020
TOI-260 b,TOI-260,2024,Transit,20.1852,13.475853,2020,2020
TOI-261.01,TOI-261,2024,Transit,114.495,3.3639254,2020,2020
TOI-262 b,TOI-262,2023,Transit,43.932,11.14529,2020,2020
TOI-2641 b,TOI-2641,2023,Transit,344.045,4.880974,2020,2020
TOI-2669 b,TOI-2669,2022,Transit,393.443,6.2034,2020,2020
TOI-269 b,TOI-269,2021,Transit,57.0225,3.6977104,2020,2020
TOI-270 b,TOI-270,2019,Transit,22.4793,3.35992,2015,2015
TOI-270 c,TOI-270,2019,Transit,22.4793,5.66051,2015,2015
TOI-270 d,TOI-270,2019,Transit,22.4793,11.38194,2015,2015
TOI-2714 b,TOI-2714,2024,Transit,597.873,2.499387,2020,2020
TOI-2719 b,TOI-2719,2025,Transit,588.368,3.37594,2025,2025
TOI-2768 b,TOI-2768,2024,Transit,78.4525,1.50801,2020,2020
TOI-277 b,TOI-277,2022,Transit,64.6692,3.994,2020,2020
TOI-2796 b,TOI-2796,2023,Transit,350.343,4.8084983,2020,2020
TOI-2803 A b,TOI-2803 A,2023,Transit,494.818,1.96229325,2020,2020
TOI-2818 b,TOI-2818,2023,Transit,312.674,4.039709,2020,2020
TOI-283 b,TOI-283,2025,Transit,82.7013,17.61745,2025,2025
TOI-2842 b,TOI-2842,2023,Transit,460.995,3.5514058,2020,2020
TOI-286 b,TOI-286,2024,Transit,59.2293,4.5117244,2020,2020
TOI-286 c,TOI-286,2024,Transit,59.2293,39.361826,2020,2020
TOI-2876 b,TOI-2876,2025,Transit,225.744,6.2996431,2025,2025
TOI-2886 b,TOI-2886,2025,Transit,413.673,1.60200105,2025,2025
TOI-2969 b,TOI-2969,2025,Transit,163.996,1.8237146,2025,2025
TOI-2977 b,TOI-2977,2023,Transit,,2.3505614,2020,2020
TOI-2981 b,TOI-2981,2024,Transit,527.789,3.601501,2020,2020
TOI-2986 b,TOI-2986,2025,Transit,563.149,3.2783662,2025,2025
TOI-2989 b,TOI-2989,2025,Transit,195.795,3.122832,2025,2025
TOI-2992 b,TOI-2992,2025,Transit,542.026,3.007812,2025,2025
TOI-3023 b,TOI-3023,2023,Transit,389.916,3.9014971,2020,2020
TOI-3071 b,TOI-3071,2024,Transit,485.219,1.266938,2020,2020
TOI-3082 b,TOI-3082,2023,Transit,113.048,1.926907,2020,2020
TOI-3135 b,TOI-3135,2025,Transit,221.673,3.7065585,2025,2025
TOI-3160 A b,TOI-3160 A,2025,Transit,567.678,3.971281,2025,2025
TOI-3235 b,TOI-3235,2023,Transit,72.811,2.59261842,2020,2020
TOI-3261 b,TOI-3261,2024,Transit,300.141,0.8831331,2020,2020
TOI-329 b,TOI-329,2024,Transit,284.388,5.70439,2020,2020
TOI-332 b,TOI-332,2023,Transit,222.852,0.777038,2020,2020
TOI-3321 b,TOI-3321,2024,Transit,285.895,3.6525145,2020,2020
TOI-3331 A b,TOI-3331 A,2022,Transit,217.193,2.0180231,2020,2020
TOI-3353.01,TOI-3353,2024,Transit,78.7577,4.6657965,2020,2020
TOI-3362 b,TOI-3362,2021,Transit,366.987,18.09547,2020,2020
TOI-3364 b,TOI-3364,2023,Transit,277.899,5.8768918,2020,2020
TOI-3464 b,TOI-3464,2025,Transit,597.774,3.6515568,2025,2025
TOI-3474 b,TOI-3474,2025,Transit,420.123,3.8795105,2025,2025
TOI-3486 b,TOI-3486,2025,Transit,154.715,2.21778105,2025,2025
TOI-3493 b,TOI-3493,2025,Transit,96.7224,8.1594667,2025,2025
TOI-3523 A b,TOI-3523 A,2025,Transit,645.294,2.30458952,2025,2025
TOI-3540 A b,TOI-3540 A,2022,Transit,,3.119999,2020,2020
TOI-3568 b,TOI-3568,2024,Transit,197.906,4.417965,2020,2020
TOI-3593 b,TOI-3593,2025,Transit,226.63,3.8212867,2025,2025
TOI-3629 b,TOI-3629,2022,Transit,130.091,3.936551,2020,2020
TOI-3682 b,TOI-3682,2025,Transit,404.211,3.3462406,2025,2025
TOI-3688 A b,TOI-3688 A,2023,Transit,396.378,3.246075,2020,2020
TOI-3693 b,TOI-3693,2022,Transit,176.436,9.088516,2020,2020
TOI-3714 b,TOI-3714,2022,Transit,112.71,2.154849,2020,2020
TOI-3757 b,TOI-3757,2022,Transit,181.139,3.438753,2020,2020
TOI-3785 b,TOI-3785,2023,Transit,79.7634,4.6747373,2020,2020
TOI-3807 b,TOI-3807,2023,Transit,421.745,2.8989727,2020,2020
TOI-3819 b,TOI-3819,2023,Transit,558.141,3.2443141,2020,2020
TOI-3837 b,TOI-3837,2025,Transit,311.705,11.88865,2025,2025
TOI-3856 b,TOI-3856,2025,Transit,314.443,2.04360352,2025,2025
TOI-3877 b,TOI-3877,2025,Transit,493.77,4.123596,2025,2025
TOI-3884 b,TOI-3884,2022,Transit,43.1448,4.5445828,2020,2020
TOI-3894 b,TOI-3894,2024,Transit,417.365,4.33454,2020,2020
TOI-3912 b,TOI-3912,2023,Transit,465.992,3.4936264,2020,2020
TOI-3919 b,TOI-3919,2024,Transit,604.591,7.433234,2020,2020
TOI-3976 A b,TOI-3976 A,2023,Transit,516.087,6.607662,2020,2020
TOI-3980 b,TOI-3980,2025,Transit,486.721,3.6089254,2025,2025
TOI-3984 A b,TOI-3984 A,2023,Transit,108.883,4.353326,2020,2020
TOI-4010 b,TOI-4010,2023,Transit,177.504,1.348335,2020,2020
TOI-4010 c,TOI-4010,2023,Transit,177.504,5.414654,2020,2020
TOI-4010 d,TOI-4010,2023,Transit,177.504,14.70886,2020,2020
TOI-4010 e,TOI-4010,2023,Radial Velocity,177.504,762.0,2020,2020
TOI-406 c,TOI-406,2024,Transit,31.0597,3.307441,2020,2020
TOI-406.01,TOI-406,2024,Transit,31.0597,13.175682,2020,2020
TOI-4087 b,TOI-4087,2023,Transit,301.676,3.1774835,2020,2020
TOI-411 b,HD 22946,2022,Transit,62.7792,4.040295,2020,2020
TOI-411 c,HD 22946,2022,Transit,62.7792,9.573083,2020,2020
TOI-4127 b,TOI-4127,2023,Transit,319.632,56.39879,2020,2020
TOI-4137 b,TOI-4137,2022,Transit,334.993,3.8016122,2020,2020
TOI-4145 A b,TOI-4145 A,2023,Transit,205.387,4.0664428,2020,2020
TOI-4153 b,TOI-4153,2024,Transit,423.84,4.6174141,2020,2020
TOI-4155 b,TOI-4155,2025,Transit,240.737,3.320729,2025,2025
TOI-4184 b,TOI-4184,2023,Transit,69.3649,4.9019804,2020,2020
TOI-4201 b,TOI-4201,2023,Transit,189.011,3.5819194,2020,2020
TOI-421 b,TOI-421,2020,Transit,74.7969,5.197576,2020,2020
TOI-421 c,TOI-421,2020,Transit,74.7969,16.067541,2020,2020
TOI-4214 b,TOI-4214,2025,Transit,346.881,3.4913885,2025,2025
TOI-4308 b,TOI-4308,2023,Transit,108.932,9.151201,2020,2020
TOI-431 b,TOI-431,2021,Transit,32.5686,0.490047,2020,2020
TOI-431 c,TOI-431,2021,Radial Velocity,32.5686,4.8494,2020,2020
TOI-431 d,TOI-431,2021,Transit,32.5686,12.46103,2020,2020
TOI-4329 b,TOI-4329,2022,Transit,717.128,2.9223,2020,2020
TOI-4336 A b,TOI-4336 A,2024,Transit,22.5455,16.336334,2020,2020
TOI-4342 b,TOI-4342,2023,Transit,61.5204,5.5382498,2020,2020
TOI-4342 c,TOI-4342,2023,Transit,61.5204,10.688716,2020,2020
TOI-4364 b,TOI-4364,2025,Transit,43.9662,5.424019,2025,2025
TOI-4377 b,TOI-4377,2023,Transit,455.82,4.378081,2020,2020
TOI-4379 b,TOI-4379,2024,Transit,645.158,3.25352,2020,2020
TOI-4406 b,TOI-4406,2023,Transit,261.834,30.08364,2020,2020
TOI-4438 b,TOI-4438,2024,Transit,30.0346,7.44628,2020,2020
TOI-444 b,TOI-444,2023,Transit,57.3973,17.9636,2020,2020
TOI-4443.01,TOI-4443,2024,Transit,56.0739,1.8498567,2020,2020
TOI-4463 A b,TOI-4463 A,2023,Transit,173.117,2.8807198,2020,2020
TOI-4465 b,TOI-4465,2025,Transit,121.139,101.94054,2025,2025
TOI-4479 b,TOI-4479,2022,Transit,80.6532,1.1589,2020,2020
TOI-4487 A b,TOI-4487 A,2025,Transit,479.145,3.9540709,2025,2025
TOI-4495.01,TOI-4495,2024,Transit,132.214,5.1830043,2020,2020
TOI-4504 b,TOI-4504,2024,Transit,342.605,2.42614,2020,2020
TOI-4504 c,TOI-4504,2024,Transit,342.605,82.97213,2020,2020
TOI-4504 d,TOI-4504,2024,Transit Timing Variations,342.605,40.5634,2020,2020
TOI-451 b,TOI-451,2020,Transit,123.739,1.858703,2020,2020
TOI-451 c,TOI-451,2020,Transit,123.739,9.192522,2020,2020
TOI-451 d,TOI-451,2020,Transit,123.739,16.364988,2020,2020
TOI-4515 b,TOI-4515,2024,Transit,193.499,15.266446,2020,2020
TOI-4527.01,TOI-4527,2024,Transit,18.1037,0.3994445,2020,2020
TOI-4551 b,TOI-4551,2023,Transit,215.986,9.95581,2020,2020
TOI-4559 b,TOI-4559,2024,Transit,31.6354,3.965991,2020,2020
TOI-4562 b,TOI-4562,2023,Transit,339.605,225.1064,2020,2020
TOI-4562 c,TOI-4562,2024,Transit Timing Variations,339.605,3990.0,2020,2020
TOI-4582 b,TOI-4582,2023,Transit,383.846,31.034,2020,2020
TOI-4600 b,TOI-4600,2023,Transit,216.056,82.6869,2020,2020
TOI-4600 c,TOI-4600,2023,Transit,216.056,482.8191,2020,2020
TOI-4602.01,TOI-4602,2024,Transit,63.0637,3.9812091,2020,2020
TOI-4603 b,TOI-4603,2023,Transit,225.643,7.24599,2020,2020
TOI-4633 c,TOI-4633,2024,Transit,95.2016,271.9445,2020,2020
TOI-4638.01,TOI-4638,2024,Transit,168.248,10.283918787,2020,2020
TOI-4641 b,TOI-4641,2023,Transit,86.3501,22.09341,2020,2020
TOI-470 b,TOI-470,2023,Transit,130.46,12.19148,2020,2020
TOI-4734 b,TOI-4734,2025,Transit,563.068,6.235633,2025,2025
TOI-4773 b,TOI-4773,2025,Transit,492.888,1.7452851,2025,2025
TOI-4791 b,TOI-4791,2023,Transit,328.802,4.28088,2020,2020
TOI-4794 b,TOI-4794,2025,Transit,543.008,3.5658116,2025,2025
TOI-480 b,TOI-480,2024,Transit,54.5306,6.866196,2020,2020
TOI-481 b,TOI-481,2020,Transit,179.366,10.33111,2020,2020
TOI-4860 b,TOI-4860,2023,Transit,80.1423,1.5227591,2020,2020
TOI-4914 b,TOI-4914,2024,Transit,299.89,10.60057,2020,2020
TOI-4961 b,TOI-4961,2025,Transit,213.073,7.479182,2025,2025
TOI-4994 b,TOI-4994,2024,Transit,329.304,21.491984,2020,2020
TOI-500 b,TOI-500,2022,Transit,47.3924,0.548177,2020,2020
TOI-500 c,TOI-500,2022,Radial Velocity,47.3924,6.6356,2020,2020
TOI-500 d,TOI-500,2022,Radial Velocity,47.3924,26.233,2020,2020
TOI-500 e,TOI-500,2022,Radial Velocity,47.3924,61.3,2020,2020
TOI-5005 b,TOI-5005,2024,Transit,207.891,6.3085044,2020,2020
TOI-5027 b,TOI-5027,2025,Transit,204.429,10.24368,2025,2025
TOI-5076 b,TOI-5076,2024,Transit,82.857,23.443162,2020,2020
TOI-5082.01,TOI-5082,2024,Transit,43.1406,4.240122,2020,2020
TOI-5108 b,TOI-5108,2025,Transit,130.919,6.753581,2025,2025
TOI-5110 b,TOI-5110,2024,Transit,392.259,30.158577,2020,2020
TOI-512 b,TOI-512,2025,Transit,67.3975,7.18886,2025,2025
TOI-5126 b,TOI-5126,2023,Transit,160.414,5.4588385,2020,2020
TOI-5126 c,TOI-5126,2023,Transit,160.414,17.8999,2020,2020
TOI-5143 c,TOI-5143,2025,Transit,181.38,5.2097118,2025,2025
TOI-5153 b,TOI-5153,2022,Transit,390.484,20.33003,2020,2020
TOI-5174 b,TOI-5174,2022,Transit,197.243,12.214286,2020,2020
TOI-5181 A b,TOI-5181 A,2025,Transit,480.155,3.8922295,2025,2025
TOI-519 b,TOI-519,2021,Transit,115.557,1.2652328,2020,2020
TOI-5205 b,TOI-5205,2023,Transit,86.4493,1.630757,2020,2020
TOI-5210 b,TOI-5210,2025,Transit,302.086,4.5661061,2025,2025
TOI-5218 b,TOI-5218,2024,Transit,377.483,4.291452,2020,2020
TOI-5232 b,TOI-5232,2024,Transit,609.388,4.0966692,2020,2020
TOI-5238 b,TOI-5238,2022,Transit,290.646,4.872171,2020,2020
TOI-5261 b,TOI-5261,2025,Transit,377.054,4.1509768,2025,2025
TOI-5293 A b,TOI-5293 A,2023,Transit,162.229,2.930289,2020,2020
TOI-530 b,TOI-530,2021,Transit,148.762,6.387597,2020,2020
TOI-5300 b,TOI-5300,2025,Transit,162.51,2.262196,2025,2025
TOI-5301 b,TOI-5301,2024,Transit,629.161,5.858858,2020,2020
TOI-5319 b,TOI-5319,2024,Transit,61.171,4.07853,2020,2020
TOI-532 b,TOI-532,2021,Transit,135.047,2.3266508,2020,2020
TOI-5322 b,TOI-5322,2025,Transit,476.899,5.4233207,2025,2025
TOI-5340 b,TOI-5340,2025,Transit,532.629,4.9394392,2025,2025
TOI-5344 b,TOI-5344,2023,Transit,138.367,3.792622,2020,2020
TOI-5350 b,TOI-5350,2025,Transit,277.419,7.581367,2025,2025
TOI-5386 A b,TOI-5386 A,2025,Transit,394.486,3.62156552,2025,2025
TOI-5388.01,TOI-5388,2024,Transit,18.5226,2.594675,2020,2020
TOI-5398 b,TOI-5398,2022,Transit,130.855,10.590547,2020,2020
TOI-5398 c,TOI-5398,2023,Transit,130.855,4.77271,2020,2020
TOI-540 b,TOI-540,2020,Transit,14.0022,1.2391491,2020,2020
TOI-544 b,TOI-544,2022,Transit,41.1166,1.548352,2020,2020
TOI-544 c,TOI-544,2023,Radial Velocity,41.1166,50.089,2020,2020
TOI-5542 b,TOI-5542,2022,Transit,348.849,75.12375,2020,2020
TOI-5573 b,TOI-5573,2025,Transit,186.562,8.79758977,2025,2025
TOI-558 b,TOI-558,2021,Transit,402.63,14.574071,2020,2020
TOI-559 b,TOI-559,2021,Transit,233.266,6.9839095,2020,2020
TOI-5592 b,TOI-5592,2025,Transit,597.026,2.6085846,2025,2025
TOI-561 b,TOI-561,2020,Transit,85.799,0.4465697,2020,2020
TOI-561 c,TOI-561,2020,Transit,85.799,10.778838,2020,2020
TOI-561 d,TOI-561,2020,Transit,85.799,25.71268,2020,2020
TOI-561 e,TOI-561,2020,Transit,85.799,77.144,2020,2020
TOI-5616 b,TOI-5616,2024,Transit,390.415,2.002849,2020,2020
TOI-5634 A b,TOI-5634 A,2024,Transit,306.144,2.2035373,2020,2020
TOI-564 b,TOI-564,2020,Transit,199.581,1.651144,2020,2020
TOI-5678 b,TOI-5678,2023,Transit,165.393,47.73022,2020,2020
TOI-5688 A b,TOI-5688 A,2024,Transit,226.318,2.94815527,2020,2020
TOI-5704 b,TOI-5704,2023,Transit,89.637,3.771116,2020,2020
TOI-5713 b,TOI-5713,2024,Transit,40.8668,10.441989,2020,2020
TOI-5720 b,TOI-5720,2024,Transit,35.8256,1.4344555,2020,2020
TOI-5726.01,TOI-5726,2024,Transit,108.848,5.491125215,2020,2020
TOI-5786 b,TOI-5786,2025,Transit,192.475,12.779107,2025,2025
TOI-5795 b,TOI-5795,2025,Transit,156.53,6.1406325,2025,2025
TOI-5799 b,TOI-5799,2024,Transit,27.8123,4.164507,2020,2020
TOI-5799 c,TOI-5799,2025,Transit,27.8123,14.010449,2025,2025
TOI-5800 b,TOI-5800,2025,Transit,42.9052,2.6278838,2025,2025
TOI-5803 b,TOI-5803,2023,Transit,84.0126,5.38305,2020,2020
TOI-5817 b,TOI-5817,2025,Transit,80.7542,15.61031,2025,2025
TOI-5882 b,TOI-5882,2025,Transit,416.104,7.148972,2025,2025
TOI-6000 b,TOI-6000,2025,Transit,75.7664,0.448959,2025,2025
TOI-6002 b,TOI-6002,2024,Transit,32.0266,10.904821,2020,2020
TOI-6008 b,TOI-6008,2024,Transit,23.1008,0.8574347,2020,2020
