pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
GJ 9714 b,GJ 9714,2022,Radial Velocity,20.5121,19240.75467,2020,2020
GJ 9773 b,GJ 9773,2025,Radial Velocity,15.9211,2965.0,2025,2025
GJ 9827 b,GJ 9827,2017,Transit,29.661,1.208974,2015,2015
GJ 9827 c,GJ 9827,2017,Transit,29.661,3.648103,2015,2015
GJ 9827 d,GJ 9827,2017,Transit,29.661,6.20183,2015,2015
GPX-1 b,GPX-1,2021,Transit,655.013,1.744579,2020,2020
GQ Lup b,GQ Lup,2004,Imaging,151.169,,2000,2000
GSC 06214-00210 b,GSC 06214-00210,2010,Imaging,108.5,,2010,2010
GU Psc b,GU Psc,2014,Imaging,47.5501,,2010,2010
Gaia-1 b,Gaia-1,2022,Transit,363.66,3.052524,2020,2020
Gaia-2 b,Gaia-2,2022,Transit,209.229,3.6915224,2020,2020
Gaia-4 b,Gaia-4,2025,Astrometry,73.4829,571.3,2025,2025
Gaia-5 b,Gaia-5,2025,Astrometry,41.1813,358.62,2025,2025
Gaia22dkvL b,Gaia22dkvL,2024,Microlensing,1270.0,,2020,2020
Gl 378 b,Gl 378,2019,Radial Velocity,14.9545,3.822,2015,2015
Gl 410 b,Gl 410,2025,Radial Velocity,11.9324,6.02,2025,2025
Gl 49 b,Gl 49,2019,Radial Velocity,9.8528,13.8508,2015,2015
Gl 686 b,Gl 686,2018,Radial Velocity,8.15728,15.53,2015,2015
Gl 725 A b,Gl 725 A,2025,Radial Velocity,3.5214,11.2201,2025,2025
Gliese 12 b,Gliese 12,2024,Transit,12.21,12.761408,2020,2020
HAT-P-1 b,HAT-P-1,2006,Transit,158.979,4.46529976,2005,2005
HAT-P-11 b,HAT-P-11,2008,Transit,37.7647,4.888,2005,2005
HAT-P-11 c,HAT-P-11,2018,Radial Velocity,37.7647,3361.0,2015,2015
HAT-P-12 b,HAT-P-12,2009,Transit,142.751,3.2130598,2005,2005
HAT-P-13 b,HAT-P-13,2009,Transit,246.81,2.91625,2005,2005
HAT-P-13 c,HAT-P-13,2009,Radial Velocity,246.81,446.27,2005,2005
HAT-P-14 b,HAT-P-14,2010,Transit,222.663,4.62767,2010,2010
HAT-P-15 b,HAT-P-15,2010,Transit,192.516,10.8635,2010,2010
HAT-P-16 b,HAT-P-16,2010,Transit,226.637,2.77596,2010,2010
HAT-P-17 b,HAT-P-17,2010,Transit,92.3831,10.33852,2010,2010
HAT-P-17 c,HAT-P-17,2010,Radial Velocity,92.3831,5584.0,2010,2010
HAT-P-18 b,HAT-P-18,2010,Transit,161.4,5.508023,2010,2010
HAT-P-19 b,HAT-P-19,2010,Transit,202.078,4.00878322,2010,2010
HAT-P-2 b,HAT-P-2,2007,Transit,127.774,5.6335158,2005,2005
HAT-P-2 c,HAT-P-2,2023,Radial Velocity,127.774,8500.0,2020,2020
HAT-P-20 b,HAT-P-20,2010,Transit,71.0374,2.875317,2010,2010
HAT-P-21 b,HAT-P-21,2010,Transit,277.278,4.12448,2010,2010
HAT-P-22 b,HAT-P-22,2010,Transit,81.7647,3.21222,2010,2010
HAT-P-23 b,HAT-P-23,2010,Transit,364.813,1.212884,2010,2010
HAT-P-24 b,HAT-P-24,2010,Transit,415.344,3.35524,2010,2010
HAT-P-25 b,HAT-P-25,2010,Transit,300.384,3.65281514,2010,2010
HAT-P-26 b,HAT-P-26,2010,Transit,141.837,4.23452,2010,2010
HAT-P-27 b,HAT-P-27,2011,Transit,199.173,3.039577,2010,2010
HAT-P-28 b,HAT-P-28,2011,Transit,401.319,3.257215,2010,2010
HAT-P-29 b,HAT-P-29,2011,Transit,313.576,5.72319,2010,2010
HAT-P-3 b,HAT-P-3,2007,Transit,134.554,2.8997,2005,2005
HAT-P-30 b,HAT-P-30,2011,Transit,213.985,2.8106,2010,2010
HAT-P-31 b,HAT-P-31,2011,Transit,344.05,5.00542,2010,2010
HAT-P-32 b,HAT-P-32,2011,Transit,289.205,2.1500082,2010,2010
HAT-P-33 b,HAT-P-33,2011,Transit,396.11,3.47447,2010,2010
HAT-P-34 b,HAT-P-34,2011,Transit,249.325,5.452654,2010,2010
HAT-P-35 b,HAT-P-35,2011,Transit,506.965,3.646706,2010,2010
HAT-P-36 b,HAT-P-36,2011,Transit,294.419,1.32734683,2010,2010
HAT-P-37 b,HAT-P-37,2011,Transit,390.594,2.797436,2010,2010
HAT-P-38 b,HAT-P-38,2012,Transit,255.206,4.640382,2010,2010
HAT-P-39 b,HAT-P-39,2012,Transit,697.004,3.54387,2010,2010
HAT-P-4 b,HAT-P-4,2007,Transit,320.451,3.056536,2005,2005
HAT-P-40 b,HAT-P-40,2012,Transit,464.469,4.45724,2010,2010
HAT-P-41 b,HAT-P-41,2012,Transit,348.185,2.69405,2010,2010
HAT-P-42 b,HAT-P-42,2012,Transit,405.238,4.641878,2010,2010
HAT-P-43 b,HAT-P-43,2012,Transit,528.825,3.3326414,2010,2010
HAT-P-44 b,HAT-P-44,2014,Transit,347.85,4.301219,2010,2010
HAT-P-44 c,HAT-P-44,2014,Radial Velocity,347.85,872.2,2010,2010
HAT-P-45 b,HAT-P-45,2014,Transit,298.64,3.128992,2010,2010
HAT-P-46 b,HAT-P-46,2014,Transit,290.736,4.463129,2010,2010
HAT-P-49 b,HAT-P-49,2014,Transit,350.351,2.69155,2010,2010
HAT-P-5 b,HAT-P-5,2007,Transit,303.336,2.78849,2005,2005
HAT-P-50 b,HAT-P-50,2015,Transit,515.458,3.1220109,2015,2015
HAT-P-51 b,HAT-P-51,2015,Transit,440.089,4.21802091,2015,2015
HAT-P-52 b,HAT-P-52,2015,Transit,361.155,2.7535953,2015,2015
HAT-P-53 b,HAT-P-53,2015,Transit,666.802,1.9616241,2015,2015
HAT-P-54 b,HAT-P-54,2015,Transit,143.651,3.799847,2015,2015
HAT-P-55 b,HAT-P-55,2015,Transit,511.388,3.5852313,2015,2015
HAT-P-56 b,HAT-P-56,2015,Transit,320.639,2.79083,2015,2015
HAT-P-57 b,HAT-P-57,2015,Transit,279.86,2.4653,2015,2015
HAT-P-58 b,HAT-P-58,2021,Transit,515.59,4.0138379,2020,2020
HAT-P-59 b,HAT-P-59,2021,Transit,265.471,4.1419771,2020,2020
HAT-P-6 b,HAT-P-6,2007,Transit,275.358,3.85298,2005,2005
HAT-P-60 b,HAT-P-60,2021,Transit,233.22,4.7947813,2020,2020
HAT-P-61 b,HAT-P-61,2021,Transit,338.84,1.90231289,2020,2020
HAT-P-62 b,HAT-P-62,2021,Transit,348.815,2.6453235,2020,2020
HAT-P-63 b,HAT-P-63,2021,Transit,403.458,3.377728,2020,2020
HAT-P-64 b,HAT-P-64,2021,Transit,651.897,4.007232,2020,2020
HAT-P-65 b,HAT-P-65,2016,Transit,738.519,2.60544751,2015,2015
HAT-P-66 b,HAT-P-66,2016,Transit,935.456,2.972086,2015,2015
HAT-P-67 b,HAT-P-67,2017,Transit,371.686,4.8101025,2015,2015
HAT-P-68 b,HAT-P-68,2020,Transit,202.152,2.29840551,2020,2020
HAT-P-69 b,HAT-P-69,2019,Transit,341.263,4.7869491,2015,2015
HAT-P-7 b,HAT-P-7,2008,Transit,341.079,2.20474,2005,2005
HAT-P-70 b,HAT-P-70,2019,Transit,330.739,2.74432452,2015,2015
HAT-P-8 b,HAT-P-8,2008,Transit,211.553,3.07634,2005,2005
HAT-P-9 b,HAT-P-9,2008,Transit,455.203,3.92281072,2005,2005
HATS-1 b,HATS-1,2012,Transit,283.971,3.446459,2010,2010
HATS-10 b,HATS-10,2015,Transit,534.889,3.312846,2015,2015
HATS-11 b,HATS-11,2016,Transit,944.603,3.619188,2015,2015
HATS-12 b,HATS-12,2016,Transit,746.138,3.142702,2015,2015
HATS-13 b,HATS-13,2015,Transit,421.855,3.0440499,2015,2015
HATS-14 b,HATS-14,2015,Transit,513.011,2.7667641,2015,2015
HATS-15 b,HATS-15,2016,Transit,1139.55,1.74748753,2015,2015
HATS-16 b,HATS-16,2016,Transit,757.044,2.686502,2015,2015
HATS-17 b,HATS-17,2016,Transit,400.331,16.254611,2015,2015
HATS-18 b,HATS-18,2016,Transit,624.368,0.83784,2015,2015
HATS-2 b,HATS-2,2013,Transit,341.925,1.35413379,2010,2010
HATS-22 b,HATS-22,2017,Transit,229.518,4.7228124,2015,2015
HATS-23 b,HATS-23,2017,Transit,639.004,2.1605156,2015,2015
HATS-24 b,HATS-24,2017,Transit,494.182,1.3484978,2015,2015
HATS-25 b,HATS-25,2016,Transit,471.158,4.2986432,2015,2015
HATS-26 b,HATS-26,2016,Transit,861.843,3.3023881,2015,2015
HATS-27 b,HATS-27,2016,Transit,816.988,4.637038,2015,2015
HATS-28 b,HATS-28,2016,Transit,535.383,3.1810781,2015,2015
HATS-29 b,HATS-29,2016,Transit,353.891,4.6058749,2015,2015
HATS-3 b,HATS-3,2013,Transit,411.211,3.547851,2010,2010
HATS-30 b,HATS-30,2016,Transit,342.14,3.1743516,2015,2015
HATS-31 b,HATS-31,2016,Transit,773.974,3.37796,2015,2015
HATS-32 b,HATS-32,2016,Transit,745.116,2.8126548,2015,2015
HATS-33 b,HATS-33,2016,Transit,248.46,2.5495551,2015,2015
HATS-34 b,HATS-34,2016,Transit,508.842,2.1061607,2015,2015
HATS-35 b,HATS-35,2016,Transit,514.555,1.8209993,2015,2015
HATS-36 b,HATS-36,2018,Transit,856.436,4.175186,2015,2015
HATS-37 A b,HATS-37 A,2020,Transit,211.896,4.3315366,2020,2020
HATS-38 b,HATS-38,2020,Transit,343.525,4.375021,2020,2020
HATS-39 b,HATS-39,2018,Transit,878.521,4.5776348,2015,2015
HATS-4 b,HATS-4,2014,Transit,416.459,2.516729,2010,2010
HATS-40 b,HATS-40,2018,Transit,1342.29,3.2642736,2015,2015
HATS-41 b,HATS-41,2018,Transit,737.668,4.193649,2015,2015
HATS-42 b,HATS-42,2018,Transit,800.377,2.292102,2015,2015
HATS-43 b,HATS-43,2018,Transit,362.273,4.3888497,2015,2015
HATS-44 b,HATS-44,2018,Transit,446.035,2.7439004,2015,2015
HATS-45 b,HATS-45,2018,Transit,772.11,4.1876244,2015,2015
HATS-46 b,HATS-46,2018,Transit,453.808,4.7423729,2015,2015
HATS-47 b,HATS-47,2020,Transit,300.67,3.9228038,2020,2020
HATS-48 A b,HATS-48 A,2020,Transit,263.609,3.1316666,2020,2020
HATS-49 b,HATS-49,2020,Transit,324.413,4.1480467,2020,2020
HATS-5 b,HATS-5,2014,Transit,246.384,4.763387,2010,2010
HATS-50 b,HATS-50,2017,Transit,756.742,3.8297015,2015,2015
HATS-51 b,HATS-51,2017,Transit,389.57,3.3488702,2015,2015
HATS-52 b,HATS-52,2017,Transit,555.134,1.36665436,2015,2015
HATS-53 b,HATS-53,2017,Transit,585.77,3.8537768,2015,2015
HATS-54 b,HATS-54,2019,Transit,748.585,2.5441765,2015,2015
HATS-55 b,HATS-55,2019,Transit,609.838,4.2042001,2015,2015
HATS-56 b,HATS-56,2019,Transit,564.409,4.324799,2015,2015
HATS-57 b,HATS-57,2019,Transit,279.485,2.350621,2015,2015
HATS-58 A b,HATS-58 A,2019,Transit,403.591,4.2180896,2015,2015
HATS-59 b,HATS-59,2018,Transit,642.884,5.416081,2015,2015
HATS-59 c,HATS-59,2018,Radial Velocity,642.884,1422.0,2015,2015
HATS-6 b,HATS-6,2015,Transit,169.318,3.3252725,2015,2015
HATS-60 b,HATS-60,2018,Transit,486.474,3.560829,2015,2015
HATS-61 b,HATS-61,2018,Transit,679.761,7.817953,2015,2015
HATS-62 b,HATS-62,2018,Transit,523.067,3.2768837,2015,2015
HATS-63 b,HATS-63,2018,Transit,623.232,3.0566527,2015,2015
HATS-64 b,HATS-64,2018,Transit,1080.15,4.908897,2015,2015
HATS-65 b,HATS-65,2018,Transit,493.32,3.105161,2015,2015
HATS-66 b,HATS-66,2018,Transit,1477.98,3.1414391,2015,2015
HATS-67 b,HATS-67,2018,Transit,960.109,1.6091788,2015,2015
HATS-68 b,HATS-68,2018,Transit,603.955,3.5862202,2015,2015
HATS-69 b,HATS-69,2018,Transit,414.537,2.2252577,2015,2015
HATS-7 b,HATS-7,2015,Transit,240.707,3.185315,2015,2015
HATS-70 b,HATS-70,2019,Transit,1458.83,1.8882378,2015,2015
HATS-71 b,HATS-71,2020,Transit,140.225,3.7955202,2020,2020
HATS-72 b,HATS-72,2020,Transit,127.589,7.3279474,2020,2020
HATS-74 A b,HATS-74 A,2021,Transit,299.389,1.73185606,2020,2020
HATS-75 b,HATS-75,2021,Transit,194.964,2.7886556,2020,2020
HATS-76 b,HATS-76,2021,Transit,385.689,1.9416423,2020,2020
HATS-77 b,HATS-77,2021,Transit,436.176,3.0876262,2020,2020
HATS-8 b,HATS-8,2015,Transit,794.637,3.583893,2015,2015
HATS-9 b,HATS-9,2015,Transit,638.7,1.915291,2015,2015
HD 100546 b,HD 100546,2014,Imaging,109.677,,2010,2010
HD 100655 b,HD 100655,2011,Radial Velocity,137.178,157.57001,2010,2010
HD 100777 b,HD 100777,2007,Radial Velocity,49.5336,383.0,2005,2005
HD 101581 b,HIP 56998,2025,Transit,12.7781,4.46569,2025,2025
HD 101581 c,HIP 56998,2025,Transit,12.7781,6.20401,2025,2025
HD 10180 c,HD 10180,2010,Radial Velocity,38.9607,5.75969,2010,2010
HD 10180 d,HD 10180,2010,Radial Velocity,38.9607,16.357,2010,2010
HD 10180 e,HD 10180,2010,Radial Velocity,38.9607,49.748,2010,2010
HD 10180 f,HD 10180,2010,Radial Velocity,38.9607,122.744,2010,2010
HD 10180 g,HD 10180,2010,Radial Velocity,38.9607,604.67,2010,2010
HD 10180 h,HD 10180,2010,Radial Velocity,38.9607,2205.0,2010,2010
HD 101930 b,HD 101930,2005,Radial Velocity,30.0274,70.46,2005,2005
HD 102117 b,HD 102117,2005,Radial Velocity,39.5792,20.8133,2005,2005
HD 102195 b,HD 102195,2006,Radial Velocity,29.3386,4.11377,2005,2005
HD 102272 b,HD 102272,2008,Radial Velocity,347.097,127.58,2005,2005
HD 102329 b,HD 102329,2011,Radial Velocity,217.107,778.09998,2010,2010
HD 102329 c,HD 102329,2018,Radial Velocity,217.107,1123.0,2015,2015
HD 102365 b,HD 102365,2010,Radial Velocity,9.2894,122.1,2010,2010
HD 102843 b,HD 102843,2019,Radial Velocity,62.758,3090.942,2015,2015
HD 102888 b,HD 102888,2025,Radial Velocity,126.484,252.06,2025,2025
HD 102956 b,HD 102956,2010,Radial Velocity,121.89,6.4947,2010,2010
HD 103197 b,HD 103197,2009,Radial Velocity,57.1463,47.84,2005,2005
HD 103720 b,HD 103720,2014,Radial Velocity,45.5352,4.5557,2010,2010
HD 103774 b,HD 103774,2013,Radial Velocity,56.4089,5.8881,2010,2010
HD 103891 b,HD 103891,2022,Radial Velocity,55.5213,1919.0,2020,2020
HD 103949 b,HD 103949,2019,Radial Velocity,26.4997,120.878,2015,2015
HD 104067 b,HD 104067,2009,Radial Velocity,20.3632,55.851,2005,2005
HD 104067 c,HD 104067,2024,Radial Velocity,20.3632,13.8992,2020,2020
HD 10442 b,HD 10442,2014,Radial Velocity,135.374,1032.3,2010,2010
HD 104985 b,HD 104985,2003,Radial Velocity,100.576,199.68,2000,2000
HD 105618 b,HD 105618,2022,Radial Velocity,70.0837,10.02245,2020,2020
HD 105618 c,HD 105618,2022,Radial Velocity,70.0837,77114.07158,2020,2020
HD 105779 b,HD 105779,2022,Radial Velocity,55.2411,2412.0,2020,2020
HD 106252 b,HD 106252,2002,Radial Velocity,38.185,1535.0,2000,2000
HD 106270 b,HD 106270,2011,Radial Velocity,93.808,1888.0,2010,2010
HD 106315 b,HD 106315,2017,Transit,109.353,9.55237,2015,2015
HD 106315 c,HD 106315,2017,Transit,109.353,21.05704,2015,2015
HD 10647 b,HD 10647,2006,Radial Velocity,17.3357,989.2,2005,2005
HD 106515 A b,HD 106515 A,2012,Radial Velocity,34.0915,3626.0,2010,2010
HD 106906 b,HD 106906,2013,Imaging,103.029,,2010,2010
HD 10697 b,HD 10697,1999,Radial Velocity,33.1205,1075.3799,1995,1995
HD 107148 b,HD 107148,2005,Radial Velocity,49.4156,48.056,2005,2005
HD 107148 c,HD 107148,2021,Radial Velocity,49.4156,18.3267,2020,2020
HD 108147 b,HD 108147,2002,Radial Velocity,38.92,10.8985,2000,2000
HD 108202 b,HD 108202,2023,Radial Velocity,38.6846,2990.0,2020,2020
HD 108236 b,HD 108236,2020,Transit,64.5978,3.795963,2020,2020
HD 108236 c,HD 108236,2020,Transit,64.5978,6.203449,2020,2020
HD 108236 d,HD 108236,2020,Transit,64.5978,14.175685,2020,2020
HD 108236 e,HD 108236,2020,Transit,64.5978,19.590025,2020,2020
HD 108236 f,HD 108236,2021,Transit,64.5978,29.54115,2020,2020
HD 108341 b,HD 108341,2014,Radial Velocity,48.9102,1129.0,2010,2010
HD 108863 b,HD 108863,2011,Radial Velocity,164.742,437.7,2010,2010
HD 108874 b,HD 108874,2002,Radial Velocity,59.5175,394.48123,2000,2000
HD 108874 c,HD 108874,2005,Radial Velocity,59.5175,1624.0,2005,2005
HD 109246 b,HD 109246,2010,Radial Velocity,67.8349,68.27,2010,2010
HD 109271 b,HD 109271,2013,Radial Velocity,55.8716,7.8543,2010,2010
HD 109271 c,HD 109271,2013,Radial Velocity,55.8716,30.93,2010,2010
HD 109286 b,HD 109286,2021,Radial Velocity,55.4156,520.1,2020,2020
HD 109749 b,HD 109749,2005,Radial Velocity,63.0821,5.239891,2005,2005
HD 10975 b,HD 10975,2021,Radial Velocity,116.506,283.8,2020,2020
HD 109833 b,HD 109833,2022,Transit,79.5561,9.188526,2020,2020
HD 109833 c,HD 109833,2022,Transit,79.5561,13.900148,2020,2020
HD 109988 b,HD 109988,2022,Radial Velocity,42.5279,17132.15854,2020,2020
HD 110014 b,HD 110014,2009,Radial Velocity,100.758,835.477,2005,2005
HD 110067 b,HD 110067,2023,Transit,32.1585,9.113678,2020,2020
HD 110067 c,HD 110067,2023,Transit,32.1585,13.673694,2020,2020
HD 110067 d,HD 110067,2023,Transit,32.1585,20.519617,2020,2020
HD 110067 e,HD 110067,2023,Transit,32.1585,30.793091,2020,2020
HD 110067 f,HD 110067,2023,Transit,32.1585,41.05854,2020,2020
HD 110067 g,HD 110067,2023,Transit,32.1585,54.76992,2020,2020
HD 110082 b,HD 110082,2021,Transit,105.096,10.18271,2020,2020
HD 110113 b,HD 110113,2021,Transit,106.307,2.541,2020,2020
HD 110113 c,HD 110113,2021,Radial Velocity,106.307,6.744,2020,2020
HD 110537 b,HD 110537,2022,Radial Velocity,45.0858,24469.67342,2020,2020
HD 11112 b,HD 11112,2022,Radial Velocity,44.3804,17244.90764,2020,2020
HD 111232 b,HD 111232,2003,Radial Velocity,28.9571,1169.13202,2000,2000
HD 111232 c,HD 111232,2022,Radial Velocity,28.9571,26472.44623,2020,2020
HD 111591 b,HD 111591,2017,Radial Velocity,114.166,1056.4,2015,2015
HD 111998 b,HD 111998,2016,Radial Velocity,33.2237,810.0,2015,2015
HD 112300 b,HD 112300,2023,Radial Velocity,62.07324,466.63,2020,2020
HD 112570 b,HD 112570,2023,Radial Velocity,101.166,2615.0,2020,2020
HD 112640 b,HD 112640,2020,Radial Velocity,323.335,613.2,2020,2020
HD 113337 b,HD 113337,2013,Radial Velocity,36.18,317.58639,2010,2010
HD 113337 c,HD 113337,2020,Radial Velocity,36.18,5429.93477,2020,2020
HD 11343 c,HIP 8541,2022,Radial Velocity,155.121,228.53731,2020,2020
HD 113538 b,HD 113538,2010,Radial Velocity,16.2817,663.2,2010,2010
HD 113538 c,HD 113538,2010,Radial Velocity,16.2817,1818.0,2010,2010
HD 113996 b,HD 113996,2017,Radial Velocity,116.334,610.2,2015,2015
HD 114082 b,HD 114082,2022,Radial Velocity,95.3906,109.75,2020,2020
HD 114386 b,HD 114386,2003,Radial Velocity,27.9243,937.70001,2000,2000
HD 114729 b,HD 114729,2002,Radial Velocity,37.8063,1121.79,2000,2000
HD 114783 b,HD 114783,2001,Radial Velocity,21.0628,493.7,2000,2000
HD 114783 c,HD 114783,2018,Radial Velocity,21.0628,4352.0,2015,2015
HD 11505 b,HD 11505,2022,Radial Velocity,38.9679,32669.22247,2020,2020
HD 11506 b,HD 11506,2007,Radial Velocity,51.261,1617.7,2005,2005
HD 11506 c,HD 11506,2008,Radial Velocity,51.261,223.92,2005,2005
HD 11506 d,HD 11506,2022,Radial Velocity,51.261,26500.0,2020,2020
HD 115404 A b,HD 115404 A,2022,Radial Velocity,10.9816,10.49488,2020,2020
HD 115404 A c,HD 115404 A,2022,Radial Velocity,10.9816,15319.22517,2020,2020
HD 115954 b,HD 115954,2021,Radial Velocity,87.6437,3700.0,2020,2020
HD 116029 b,HD 116029,2011,Radial Velocity,123.245,670.0,2010,2010
HD 116029 c,HD 116029,2018,Radial Velocity,123.245,907.0,2015,2015
HD 117207 b,HD 117207,2004,Radial Velocity,32.3547,2621.75,2000,2000
HD 11755 b,HD 11755,2015,Radial Velocity,235.045,433.70001,2015,2015
HD 117618 b,HD 117618,2004,Radial Velocity,37.7781,25.8,2000,2000
HD 118203 b,HD 118203,2005,Radial Velocity,92.2589,6.1349779,2005,2005
HD 118203 c,HD 118203,2024,Radial Velocity,92.2589,5103.0,2020,2020
HD 11964 b,HD 11964,2005,Radial Velocity,33.5369,1945.0,2005,2005
HD 11964 c,HD 11964,2008,Radial Velocity,33.5369,37.91,2005,2005
HD 11977 b,HD 11977,2005,Radial Velocity,67.9331,711.0,2005,2005
HD 120084 b,HD 120084,2013,Radial Velocity,103.044,2142.0,2010,2010
HD 121504 b,HD 121504,2003,Radial Velocity,41.6592,63.33,2000,2000
HD 12235 b,HD 12235,2022,Radial Velocity,31.7627,4.36305,2020,2020
HD 12235 c,HD 12235,2022,Radial Velocity,31.7627,36336.70679,2020,2020
HD 122562 c,HD 122562,2022,Radial Velocity,53.2528,84.96276,2020,2020
HD 124330 b,HD 124330,2021,Radial Velocity,60.1977,270.66,2020,2020
HD 12484 b,HD 12484,2016,Radial Velocity,48.3367,58.83,2015,2015
HD 125271 b,HD 125271,2022,Radial Velocity,39.3466,14901.99295,2020,2020
HD 125390 b,HD 125390,2019,Radial Velocity,153.647,1757.39151,2015,2015
HD 125595 b,HD 125595,2009,Radial Velocity,28.1989,9.6737,2005,2005
HD 125612 b,HD 125612,2007,Radial Velocity,57.6207,557.69994,2005,2005
HD 125612 c,HD 125612,2009,Radial Velocity,57.6207,4.15466,2005,2005
HD 125612 d,HD 125612,2009,Radial Velocity,57.6207,2822.72698,2005,2005
HD 12648 b,HD 12648,2015,Radial Velocity,182.192,133.60001,2015,2015
HD 126525 b,HD 126525,2018,Radial Velocity,37.6506,960.41,2015,2015
HD 12661 b,HD 12661,2000,Radial Velocity,37.8478,262.70862,2000,2000
HD 12661 c,HD 12661,2002,Radial Velocity,37.8478,1708.0,2000,2000
HD 126614 b,HD 126614,2009,Radial Velocity,73.0961,1257.25303,2005,2005
HD 127506 b,HD 127506,2022,Radial Velocity,22.5279,65.78395,2020,2020
HD 128311 b,HD 128311,2002,Radial Velocity,16.3292,453.019,2000,2000
HD 128311 c,HD 128311,2005,Radial Velocity,16.3292,921.538,2005,2005
HD 128356 b,HD 128356,2016,Radial Velocity,26.1548,298.2,2015,2015
HD 129445 b,HD 129445,2009,Radial Velocity,67.4386,1840.0,2005,2005
HD 130322 b,HD 130322,1999,Radial Velocity,31.8766,10.70871,1995,1995
HD 131496 b,HD 131496,2011,Radial Velocity,131.849,896.0,2010,2010
HD 13167 b,HD 13167,2018,Radial Velocity,148.934,2613.0,2015,2015
HD 13189 b,HD 13189,2005,Radial Velocity,497.823,471.60001,2005,2005
HD 132406 b,HD 132406,2007,Radial Velocity,70.7832,908.0,2005,2005
HD 132563 b,HD 132563,2011,Radial Velocity,105.155,1544.0,2010,2010
HD 133131 A b,HD 133131 A,2016,Radial Velocity,51.4736,649.0,2015,2015
HD 133131 A c,HD 133131 A,2016,Radial Velocity,51.4736,3568.0,2015,2015
HD 133131 B b,HD 133131 B,2016,Radial Velocity,51.2993,5769.0,2015,2015
HD 134060 b,HD 134060,2019,Radial Velocity,24.0125,3.2696,2015,2015
HD 134060 c,HD 134060,2019,Radial Velocity,24.0125,1291.5646,2015,2015
HD 134606 b,HD 134606,2024,Radial Velocity,26.7909,12.089,2020,2020
HD 134606 c,HD 134606,2024,Radial Velocity,26.7909,58.883,2020,2020
HD 134606 d,HD 134606,2024,Radial Velocity,26.7909,966.5,2020,2020
HD 134606 e,HD 134606,2024,Radial Velocity,26.7909,4.3203,2020,2020
HD 134606 f,HD 134606,2024,Radial Velocity,26.7909,26.915,2020,2020
HD 134987 b,HD 134987,1999,Radial Velocity,26.1804,258.17999,1995,1995
HD 134987 c,HD 134987,2009,Radial Velocity,26.1804,5000.0,2005,2005
HD 135344 A b,HD 135344 A,2025,Imaging,141.595,,2025,2025
HD 135625 b,HD 135625,2023,Radial Velocity,56.518,4055.0,2020,2020
HD 135694 b,HD 135694,2023,Transit,73.8713,15.923475568,2020,2020
HD 135872 b,HD 135872,2022,Radial Velocity,82.4251,2422.32597,2020,2020
HD 136118 b,HD 136118,2022,Radial Velocity,51.4359,1187.59765,2020,2020
HD 136352 b,HD 136352,2019,Radial Velocity,14.682,11.57797,2015,2015
HD 136352 c,HD 136352,2019,Radial Velocity,14.682,27.59221,2015,2015
HD 136352 d,HD 136352,2019,Radial Velocity,14.682,107.245,2015,2015
HD 136418 b,HD 136418,2009,Radial Velocity,105.168,464.29999,2005,2005
HD 136925 b,HD 136925,2021,Radial Velocity,47.874,4540.0,2020,2020
HD 13724 c,HD 13724,2022,Radial Velocity,43.465,142.22895,2020,2020
HD 137388 b,HD 137388,2011,Radial Velocity,40.4841,330.0,2010,2010
HD 137496 b,HD 137496,2021,Transit,155.317,1.62116,2020,2020
HD 137496 c,HD 137496,2021,Radial Velocity,155.317,479.9,2020,2020
HD 13808 b,HD 13808,2021,Radial Velocity,28.2305,14.1815,2020,2020
HD 13808 c,HD 13808,2021,Radial Velocity,28.2305,53.753,2020,2020
HD 13908 b,HD 13908,2013,Radial Velocity,79.5515,19.382,2010,2010
HD 13908 c,HD 13908,2013,Radial Velocity,79.5515,931.0,2010,2010
HD 13931 b,HD 13931,2009,Radial Velocity,47.3963,4218.0,2005,2005
HD 139357 b,HD 139357,2008,Radial Velocity,112.09,1124.79139,2005,2005
HD 1397 b,HD 1397,2018,Transit,79.5702,11.53533,2015,2015
HD 14067 b,HD 14067,2014,Radial Velocity,142.024,2744.0,2010,2010
HD 140901 b,HD 140901,2022,Radial Velocity,15.2528,9.02378,2020,2020
HD 140901 c,HD 140901,2022,Radial Velocity,15.2528,14386.0,2020,2020
HD 141004 b,HD 141004,2021,Radial Velocity,11.8148,15.5083,2020,2020
HD 141399 b,HD 141399,2014,Radial Velocity,37.0169,94.44,2010,2010
HD 141399 c,HD 141399,2014,Radial Velocity,37.0169,201.99,2010,2010
HD 141399 d,HD 141399,2014,Radial Velocity,37.0169,1069.8,2010,2010
HD 141399 e,HD 141399,2014,Radial Velocity,37.0169,5000.0,2010,2010
HD 141937 b,HD 141937,2002,Radial Velocity,33.3622,653.21997,2000,2000
HD 142 A d,HD 142,2022,Radial Velocity,26.1853,108.45299,2020,2020
HD 142 b,HD 142,2001,Radial Velocity,26.1853,351.43394,2000,2000
HD 142 c,HD 142,2012,Radial Velocity,26.1853,10159.64279,2010,2010
HD 142022 A b,HD 142022 A,2005,Radial Velocity,34.2802,1928.0,2005,2005
HD 142245 b,HD 142245,2011,Radial Velocity,97.2305,1299.0,2010,2010
HD 142415 b,HD 142415,2003,Radial Velocity,35.5318,386.29999,2000,2000
